URL,Parágrafo,Sentença,Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp. Elan,Rev. Elan,Video_Index
http://portal.proec.unicamp.br/museu-de-artes-visuais/,0,1,PROEC,,,,,,,,,,,,s001_talita.vp9.webm
http://portal.proec.unicamp.br/museu-de-artes-visuais/,0,2,SOBRE A PROEC PRÓ-REITOR DE EXTENSÃO E CULTURA ASSESSORES ASSISTENTES TÉCNICOS PROJETOS ESTRATÉGICOS DIRETORIA ADMINISTRATIVA COMUNICAÇÃO TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s002_talita.vp9.webm
http://portal.proec.unicamp.br/museu-de-artes-visuais/,0,3,DIRETORIAS,,,,,,,,,,,,s003_talita.vp9.webm
http://portal.proec.unicamp.br/museu-de-artes-visuais/,0,4,CULTURA EXTENSÃO,,,,,,,,,,,,s004_talita.vp9.webm
http://portal.proec.unicamp.br/museu-de-artes-visuais/,0,5,CONSELHOS,,,,,,,,,,,,s005_talita.vp9.webm
http://portal.proec.unicamp.br/museu-de-artes-visuais/,0,6,CONCULT CONEXT CCE,,,,,,,,,,,,s006_talita.vp9.webm
http://portal.proec.unicamp.br/museu-de-artes-visuais/,0,7,EDITAIS E BOLSAS,,,,,,,,,,,,s007_talita.vp9.webm
http://portal.proec.unicamp.br/museu-de-artes-visuais/,0,8,AÇÕES AFIRMATIVAS AÇÕES DE EXTENSÃO E CULTURA BOLSA DE EXTENSÃO 2º EDITAL DE APOIO A PROJETOS DE EXTENSÃO – PROEC – COLÉGIOS TÉCNICOS CULTURA CURRICULARIZAÇÃO DA EXTENSÃO EDITAIS PEC EDITAIS PEX SABERES INDÍGENAS,,,,,,,,,,,,s008_talita.vp9.webm
http://portal.proec.unicamp.br/museu-de-artes-visuais/,0,9,APOIO,,,,,,,,,,,,s009_talita.vp9.webm
http://portal.proec.unicamp.br/museu-de-artes-visuais/,0,10,DTIC COMUNICAÇÃO MIDIALOGIA,,,,,,,,,,,,s010_talita.vp9.webm
http://portal.proec.unicamp.br/museu-de-artes-visuais/,0,11,CONTATOS,,,,,,,,,,,,s011_talita.vp9.webm
http://portal.proec.unicamp.br/museu-de-artes-visuais/,5,1,SOBRE A PROEC,,,,,,,,,,,,s012_talita.vp9.webm
http://portal.proec.unicamp.br/museu-de-artes-visuais/,6,1,PRÓ-REITOR DE EXTENSÃO E CULTURA ASSESSORES ASSISTENTES TÉCNICOS PROJETOS ESTRATÉGICOS DIRETORIA ADMINISTRATIVA COMUNICAÇÃO TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s013_talita.vp9.webm
http://portal.proec.unicamp.br/museu-de-artes-visuais/,7,1,PRÓ-REITOR DE EXTENSÃO E CULTURA,,,,,,,,,,,,s014_talita.vp9.webm
http://portal.proec.unicamp.br/museu-de-artes-visuais/,8,1,ASSESSORES ASSISTENTES TÉCNICOS PROJETOS ESTRATÉGICOS DIRETORIA ADMINISTRATIVA COMUNICAÇÃO TECNOLOGIA DA INFORMAÇÃO MIDIALOGIA CENTRO DE CONVENÇÕES FÓRUNS PERMANENTES MUSEU EXPLORATÓRIO DE CIÊNCIAS LOGOS DA PROEC,,,,,,,,,,,,s015_talita.vp9.webm
http://portal.proec.unicamp.br/museu-de-artes-visuais/,9,1,ASSESSORES,,,,,,,,,,,,s016_talita.vp9.webm
